Flight No,Type,Date,Origin,Departure Time,Arrival Time,Destination,IsDome,,,,,,,,,,,,,,,,,,,,,,,,,
3U8669,319,1.3...7,昆明,0720,0900,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8669,319,....5..,昆明,0725,0910,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8670,320,.2.....,石家庄,1315,1555,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8670,320,1.3.5..,石家庄,1315,1555,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8670,320,...4.67,石家庄,1315,1555,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8673,321,.2.4.6.,兰州,1805,1955,贵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8674,321,.2.4.6.,三亚,0730,0925,贵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8677,319,.2.4.6.,西安,1710,1950,厦门,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8678,319,.2.4.6.,厦门,2055,2350,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8679,320,.....6.,重庆,0930,1130,丽江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8679,320,12345.7,重庆,0935,1130,丽江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8680,320,1234567,丽江,1215,1350,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8681,320,1234567,哈尔滨,1250,1545,常州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8682,320,1234567,厦门,1910,2055,常州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8683,320,.2.4.6.,西安,0905,1020,榆林,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8683,320,1.3.5.7,西安,0850,1010,榆林,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8684,320,1234567,榆林,1110,1230,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8685,321,.2.4.6.,昆明,1620,1820,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8686,321,.2.4.6.,哈尔滨,0820,1215,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8687,319,.2.4.6.,西安,0715,0845,西宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8688,319,.2.4.6.,拉萨,1300,1515,西宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8689,320,1234567,西安,0710,0850,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8690,320,1234567,哈尔滨,1245,1520,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8691,319,.....6.,成都,1855,2040,丽江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8691,319,.2.....,成都,1900,2040,丽江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8691,319,...4...,成都,1900,2050,丽江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8691,319,..3....,成都,0640,0835,丽江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8691,319,1.....7,成都,0645,0835,丽江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8691,319,....5..,成都,0620,0810,丽江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8692,319,1.....7,丽江,1925,2100,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8692,319,..3.5..,丽江,1910,2040,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8692,319,.2...6.,丽江,2120,2240,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8692,319,...4...,丽江,2135,2300,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8693,319,1234567,成都,0725,0950,林芝,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8694,319,.2.4.6.,林芝,1055,1255,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8694,319,1.3.5.7,林芝,1030,1220,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8695,319,.2...6.,成都,1025,1300,拉萨,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8695,319,1...5.7,成都,1105,1340,拉萨,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8695,319,..34...,成都,1215,1450,拉萨,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8696,319,1.3.5.7,拉萨,1530,1725,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8696,319,.2.4.6.,拉萨,1530,1735,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8697,319,1234567,成都,0835,1105,拉萨,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8698,319,1234567,拉萨,1130,1325,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8701,320,1234567,成都,0705,0935,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8702,320,1234567,深圳,1030,1310,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8703,321,1234567,成都,1135,1400,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8704,321,1234567,深圳,1500,1740,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8705,321,1234567,成都,1640,1905,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8706,321,1234567,深圳,2010,2250,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8711,319,1.3.5..,成都,1620,1740,宜昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8711,320,......7,成都,1620,1740,宜昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8712,319,1.3.5..,常州,2050,2230,宜昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8712,320,......7,常州,2050,2230,宜昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8715,320,.2.4.6.,重庆,1610,1830,三亚,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8715,320,1......,重庆,2010,2230,三亚,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8716,320,1......,三亚,2305,0130,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8716,320,.2.4.6.,三亚,1245,1515,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8717,320,.2.4.6.,三亚,0705,0940,绵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8718,320,.2.4.6.,西宁,1235,1400,绵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8723,321,1234567,北京,0705,1050,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8724,321,1234567,昆明,2140,0055,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8725,321,.2.4.6.,哈尔滨,0735,1100,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8725,321,1.3.5.7,哈尔滨,0740,1100,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8726,321,1234567,南宁,1450,1640,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8729,321,1234567,哈尔滨,0905,1210,宁波,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8730,321,1234567,海口,1640,1905,宁波,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8731,321,.2.4.6.,成都,0805,1025,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8731,321,1.3.5.7,成都,0925,1150,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8732,321,.2.4.6.,广州,1140,1420,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8732,321,1.3.5.7,广州,1255,1530,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8733,320,1234567,成都,1325,1550,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8734,320,1234567,广州,1655,1930,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8735,321,1234567,成都,1830,2050,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8736,321,1234567,广州,2240,0110,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8737,320,1234567,成都,0700,0920,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8738,320,1234567,广州,1020,1250,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8741,321,1234567,重庆,0700,0905,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8742,321,1234567,广州,2155,0010,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8743,321,1.3.5.7,成都,1735,2010,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8744,321,1.3.5.7,广州,2115,2350,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8745,321,1234567,重庆,1335,1540,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8746,321,1234567,广州,1640,1850,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8749,320,1.3.5.7,重庆,1755,2010,温州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8750,320,1.3.5.7,温州,2055,2340,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8751,321,1.3.5.7,成都,0755,1025,海口,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8751,321,.2.4.6.,成都,0820,1040,海口,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8752,321,1234567,海口,2050,2315,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8753,319,.2...6.,西安,0850,1225,拉萨,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8754,319,.2...6.,拉萨,1330,1615,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8755,321,1234567,成都,1740,2010,三亚,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8756,321,1234567,三亚,2310,0150,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8757,321,12.456.,成都,1920,2150,三亚,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8757,321,..3...7,成都,1920,2150,三亚,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8758,321,1234567,三亚,2230,0115,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8759,320,1234567,三亚,0910,1135,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8760,320,1234567,乌鲁木齐,1730,2115,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8761,320,.2.4.6.,昆明,1735,2035,无锡,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8761,320,1.3.5.7,昆明,1430,1740,无锡,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8762,320,1.3.5..,无锡,1935,2305,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8762,320,......7,无锡,1935,2315,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8762,320,.2.4.6.,无锡,2120,0050,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8765,321,1.3.5.7,三亚,1040,1325,宁波,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8766,321,1.3.5.7,沈阳,1800,2035,宁波,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8767,320,1234567,昆明,0700,0825,南宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8768,320,.2.4.6.,温州,1155,1440,南宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8768,320,1.3.5.7,温州,1155,1435,南宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8769,319,.2.4.6.,成都,1405,1535,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8770,319,.2.4.6.,乌海,1835,1950,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8771,319,.2.4.6.,成都,0645,0810,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8772,319,.2.4...,嘉峪关,1115,1240,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8772,319,.....6.,嘉峪关,1115,1240,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8773,320,1234567,成都,0705,0900,南宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8774,320,.23...7,南宁,0955,1150,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8774,320,1..456.,南宁,1000,1155,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8775,319,1234567,杭州,0735,1025,绵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8776,319,1234567,拉萨,1530,1735,绵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8777,319,1234567,西安,0725,0855,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8778,319,1234567,南宁,1235,1405,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8781,320,1234567,重庆,0720,0920,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8782,320,1234567,深圳,1045,1310,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8783,321,1234567,重庆,1255,1505,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8784,321,1234567,深圳,1610,1825,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8785,320,.2.4.6.,成都,0635,0855,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8786,320,.2.4.6.,日照,1205,1340,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8787,321,1234567,重庆,1925,2125,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8788,321,1234567,深圳,2230,0045,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8793,321,1234567,广州,1010,1225,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8794,321,1234567,银川,1615,1810,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8795,319,.2.4.6.,重庆,0755,0930,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8796,319,.2.4...,泉州,1240,1425,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8796,319,.....6.,泉州,1240,1425,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8797,321,.2...6.,成都,0750,1015,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8798,321,.2...6.,深圳,1115,1355,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8799,321,1234567,三亚,0805,1130,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8800,319,1234567,长春,1515,1720,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8803,319,1234567,成都,2200,2330,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8804,319,1234567,西安,2200,2340,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8807,320,.2.4.6.,昆明,0800,1045,徐州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8808,320,.2.4.6.,沈阳,1415,1605,徐州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8811,321,1234567,成都,0825,1040,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8812,321,1234567,大连,1320,1430,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8813,319,1234567,成都,1415,1635,徐州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8814,319,..3....,大连,1930,2050,徐州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8814,319,....5..,大连,1930,2050,徐州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8814,319,12.4.67,大连,1930,2050,徐州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8815,320,.2.4.6.,杭州,0710,0920,天津,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8816,320,.2.4.6.,长春,1300,1450,天津,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8817,319,1.3.5.7,昆明,0655,0745,丽江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8817,319,.2.4.6.,昆明,0650,0745,丽江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8818,319,1234567,拉萨,1115,1320,丽江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8819,320,.....6.,北京,0640,0855,中卫,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8819,320,.2.4...,北京,0640,0855,中卫,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8820,320,.2.4.6.,重庆,1840,2045,中卫,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8821,320,1234567,杭州,0725,1010,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8822,320,1234567,西宁,1415,1610,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8823,320,......7,昆明,1955,2205,南昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8823,320,1.3.5..,昆明,2010,2220,南昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8823,320,.2.4.6.,昆明,1820,2035,南昌,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8824,320,.2.4.6.,南昌,2240,0110,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8824,320,1.3.5.7,南昌,2300,0125,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8825,320,1234567,三亚,0740,1005,温州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8826,320,1234567,哈尔滨,1425,1755,温州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8827,320,1.3.5.7,北京,0635,0930,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8828,320,1.3.5.7,重庆,2220,0100,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8829,330,..3..6.,重庆,0720,1005,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8829,321,12.45.7,重庆,0700,0940,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8830,320,..3..6.,北京,1040,1345,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8830,321,12.45.7,北京,1040,1345,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8831,320,1..4..7,重庆,1305,1545,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8831,321,.23.56.,重庆,1305,1545,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8832,320,.2..5.7,北京,1650,1950,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8832,321,..3..6.,北京,1650,1950,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8832,330,1..4...,北京,1730,2035,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8833,319,1.345.7,重庆,1815,2055,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8833,320,.2...6.,重庆,1810,2045,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8834,319,1234567,北京,2200,0100,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8837,320,1234567,昆明,1440,1600,万州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8838,320,1234567,北京,0825,1120,万州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8839,320,1234567,重庆,0735,0940,南京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8840,320,1234567,哈尔滨,1505,1755,南京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8841,319,1234567,成都,1720,2105,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8842,319,1234567,乌鲁木齐,2155,0115,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8843,321,1.3.5.7,成都,1450,1710,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8843,321,.2.4.6.,成都,1450,1710,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8844,321,.2.4.6.,哈尔滨,2010,2230,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8844,321,1.3.5.7,哈尔滨,1945,2210,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8845,320,1.3.5.7,三亚,1825,2120,南京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8846,320,1.3.5.7,南京,2225,0130,三亚,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8847,319,1.3.5.7,昆明,0735,1005,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8848,320,1.3.5.7,哈尔滨,1500,1805,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8849,320,1234567,重庆,0650,0905,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8850,320,1234567,沈阳,1235,1435,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8851,321,.2.4.6.,重庆,1530,1720,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8852,321,.2.4.6.,兰州,1250,1435,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8853,321,1.3.5.7,昆明,1605,1845,徐州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8854,321,1.3.5.7,哈尔滨,0820,1055,徐州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8857,321,1234567,成都,0720,0920,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8858,321,...4...,长春,1400,1655,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8858,321,1.3....,长春,1400,1655,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8858,321,.2..567,长春,1355,1655,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8859,320,1.3.5..,哈尔滨,0700,0830,满洲里,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8859,320,......7,哈尔滨,0650,0830,满洲里,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8860,320,..3.5.7,满洲里,0915,1025,哈尔滨,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8860,320,1......,满洲里,0920,1040,哈尔滨,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8861,321,1234567,成都,1825,2105,天津,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8862,321,1234567,天津,2210,0115,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8863,320,1234567,重庆,1340,1615,天津,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8864,320,1234567,长春,1950,2155,天津,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8865,320,1234567,昆明,0705,0950,宁波,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8866,320,1234567,宁波,1035,1400,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8869,321,1234567,成都,0920,1205,厦门,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8870,321,1234567,厦门,1250,1545,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8873,319,1234567,常州,1110,1315,珠海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8874,321,1234567,海口,1545,1655,珠海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8875,320,1234567,杭州,1620,1840,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8876,320,1234567,太原,1925,2130,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8877,320,1234567,成都,0645,0845,银川,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8878,320,1234567,哈尔滨,1130,1425,银川,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8879,320,1234567,西安,1405,1535,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8880,320,1234567,海口,1955,2215,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8881,320,..3..6.,成都,0700,0935,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8881,330,12.45.7,成都,0730,1005,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8882,330,...4...,北京,1110,1420,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8882,330,..3..6.,北京,1110,1420,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8882,330,12..5.7,北京,1110,1420,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8883,321,1234567,成都,0930,1215,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8884,321,1234567,北京,1330,1645,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8885,321,1234567,成都,1130,1410,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8886,321,1234567,北京,1515,1835,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8887,330,1234567,成都,1330,1610,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8888,320,1..4...,北京,1650,2000,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8888,330,.23.567,北京,1720,2030,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8889,321,1234567,成都,1630,1915,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8890,321,1234567,北京,2025,2330,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8891,320,1234567,成都,1935,2210,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8892,320,1234567,北京,2225,0135,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8893,320,1234567,成都,2035,2310,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8894,320,1234567,北京,1950,2255,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8895,320,1234567,西昌,1400,1505,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8896,320,1234567,北京,0800,1105,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8897,320,.2.4.6.,成都,1840,2055,邯郸,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8898,320,.2.4.6.,邯郸,2150,0025,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8899,320,1.3.5.7,三亚,0705,0835,桂林,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8900,320,1.3.5.7,银川,1235,1500,桂林,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8901,320,1.3.5..,昆明,1900,2050,珠海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8902,320,1.3.5..,珠海,2140,0005,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8905,321,1234567,成都,0705,0935,扬州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8906,321,1234567,扬州,1020,1315,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8907,319,1.34567,重庆,0740,0905,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8907,320,.2.....,重庆,0740,0905,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8908,319,1234567,温州,1205,1350,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8911,321,1234567,成都,1445,1720,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8912,321,123456.,杭州,1845,2210,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8912,321,......7,杭州,1845,2205,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8915,321,12345.7,成都,1455,1740,青岛,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8915,321,.....6.,成都,1500,1740,青岛,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8916,321,1234567,青岛,1825,2135,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
3U8917,320,1234567,昆明,0700,0930,厦门,国内,,,,,,,,,,,,,,,,,,,,,,,,,
